VoteCount,Rating,Title,Season_Count,Episode_Count,Actors,cat_drama,cat_family,cat_action,cat_comedy,cat_romance,cat_adventure,cat_crime,cat_thriller,cat_horror,cat_mystery,cat_war,cat_fantasy,cat_sci-fi,cat_music,cat_biography,cat_documentary,cat_news,cat_sport,cat_animation,cat_reality-tv,cat_talk-show,cat_game-show,Release_Year,IsEnded,Classification_Int
33.0,6.6,2012-2013 Süper Lig,2,12,"Galatasaray S.K., Fenerbahçe S.K., Besiktas J.K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2012,1,2
33.0,6.5,2013-2014 Süper Lig,1,26,"Galatasaray S.K., Fenerbahçe S.K., Besiktas J.K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,1,1
0.0,5.667680105750162,2013-2014 TFF Lig,2,36,"Denizlispor, Baris Örücü, Kahê",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,1,2
32.0,6.4,2014-2015 Süper Lig,1,26,"Galatasaray S.K., Fenerbahçe S.K., Besiktas J.K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,1,1
0.0,5.667680105750162,2014-2015 TFF Lig,2,34,"Denizlispor, Veli Acar, Mehmet Cansin Çiçek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,1,2
34.0,6.3,2015-2016 Süper Lig,1,26,"Galatasaray S.K., Fenerbahçe S.K., Besiktas J.K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,1,1
0.0,5.667680105750162,2015-2016 TFF Lig,2,34,"Denizlispor, Furkan Seker, Leandrinho",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,1,2
32.0,6.4,2016-2017 Süper Lig,1,26,"Galatasaray S.K., Fenerbahçe S.K., Besiktas J.K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,1,1
0.0,5.667680105750162,2016-2017 TFF Lig,2,34,"Denizlispor, Ziya Alkurt, Baris Örücü",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2016,1,2
32.0,6.4,2017-2018 Süper Lig,2,14,"Galatasaray S.K., Fenerbahçe S.K., Besiktas J.K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,1,2
0.0,5.667680105750162,2017-2018 TFF Lig,2,34,"Denizlispor, Baris Örücü, Burak Altiparmak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017,1,2
35.0,6.4,2018-2019 Süper Lig,2,16,"Hugo Rodallega, Anthony Nwakaeme, Ünal Karaman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,1,2
0.0,5.667680105750162,2018-2019 TFF Lig,2,36,"Denizlispor, Mehmet Akyüz, Ismail Aissati",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,1,2
32.0,5.5,2019-2020 Süper Lig,2,168,"Taraftar Tv, Galatasaray S.K., Denizlispor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2019,1,2
0.0,5.667680105750162,2019-2020 Turkish Cup,2,43,"Denizlispor, Sedat Sahintürk, Tolgahan Acar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2019,1,2
12.0,5.4,2020-2021 Süper Lig,2,102,"Denizlispor, Hugo Rodallega, Muris Mesanovic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,1,2
19.0,1.9,2021-2022 Süper Lig,2,6,"Galatasaray S.K., Ryan Babel, Berkan Kutlu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,1,2
0.0,5.667680105750162,2021-2022 TFF Lig,2,36,"Denizlispor, Muhammed Gönülaçar, Gökhan Süzen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,1,2
9.0,5.0,2022-2023 Süper Lig,2,44,"Galatasaray S.K., Fernando Muslera, Dries Mertens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,0,2
0.0,5.667680105750162,2022-2023 TFF Lig,2,29,"Denizlispor, Bekir Turaç Böke, Muhammed Gönülaçar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,0,2
0.0,5.667680105750162,2023-2024 Süper Lig,1,18,"Galatasaray S.K., Okan Buruk, Mauro Icardi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,1,1
0.0,5.667680105750162,23 Buçuk,1,26,"Birtanem Candaner, Hakan Gerçek, Tolga Üstün",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,1,1
27.0,6.6,29-30,1,6,"Alpay Kemal Atalan, Ferit Aktug, Didem Inselel",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,1,1
1300.0,4.0,3 Adam,5,115,"Eser Yenenler, Oguzhan Koç, Ibrahim Büyükak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,1,3
0.0,5.667680105750162,3 Insan 3 Öykü,1,1,"Cem Ogretir, Tuncel Kurtiz, Altan Erkekli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2008,1,1
0.0,5.667680105750162,3 Tatli Cadi,1,13,"Aysun Kayaci, Deniz Erkanat, Elçin Sanal",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007,1,1
0.0,5.667680105750162,3'te 3 Bir Zamanlar,1,13,"Emre Altug, Hülya Koçyigit, Perihan Savas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019,1,1
28.0,7.3,3'te 3 Tarih,2,31,"Tufan Gündüz, Engin Altan Düzyatan, Ethem Turgay Sendur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,1,2
0.0,5.667680105750162,300 days in Israel,1,26,"Bilal Yilmaz, Nilgün Belgün, Hakan Bilgin",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,0,1
19.0,3.5,3G Geldim Gördüm Güldüm Show,1,26,Khairy Al-Dhahabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,1
23.0,3.9,40,1,26,"Çetin Altay, Burcu Altin, Enis Arikan",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,1
4600.0,8.1,46 Yok Olan,1,26,"Reha Özcan, Cavit Çetin Güner, Hazal Kadak",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,1
487.0,5.1,4N1K: Yeni Başlangıçlar,5,103,"Jülide Ates, Buket Aydin, Cansu Canan Özgen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,1,3
389.0,7.0,5'er Beşer,1,13,"Erdal Besikçioglu, Yasemin Kay Allen, Melis Birkan",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,1
0.0,5.667680105750162,50 Fifty,2,25,"Gözde Mutluer, Burak Yörük, Sina Ozer",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,2
6300.0,6.9,50M2,1,14,"Alper Kul, Ali Sunal, Irem Sak",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,1
13.0,6.1,5N1K,1,26,Emel Yalçin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1999,0,1
46.0,6.1,6 Manti,1,8,"Engin Öztürk, Kürsat Alniaçik, Cengiz Bozkurt",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,1
0.0,5.667680105750162,6 Sport,1,26,Cüneyt Özdemir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,1,1
0.0,5.667680105750162,6.45 Yayinevi'nde Standart Bir Gün,1,1,"Ogüncan Özer, Didem Inselel, Ulas Torun",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,1
0.0,5.667680105750162,64 Bars,1,26,Özge Pirçek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,0,1
4900.0,8.8,7 Numara,1,26,"Sarp Akkaya, Riza Kocaoglu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1,1
0.0,5.667680105750162,8'de Bugün,1,26,"Ceza, Hayki, Khontkar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019,1,1
0.0,5.667680105750162,81 Reasons to Fall in Love with Turkey,3,92,"Emin Olcay, Engin Yüksel, Nuray Uslu",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,0,3
0.0,5.667680105750162,99,1,30,"Cansu Canan Özgen, Orkun Ün, Murat Özari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2017,1,1
123.0,3.8,@Enis Arikan,1,12,Franziska Niehus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,1,1
315.0,4.4,A.S.K.,1,6,"Kubilay Aka, Deniz Isin, Yasemin Kay Allen",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,1
14.0,5.2,AVM Sakini,1,26,"Selin Demiratar, Nurgül Yesilçay, Idil Firat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1,1
7.0,5.7,Abbas Güçlü ile Genç Bakis,1,1,"Ömer Çolak, Sahin Timur, Tunahan Ordu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,1,1
0.0,5.667680105750162,Abece TV,1,13,"Nebahat Çehre, Hazal Kaya, Asli Tandogan",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,1
746.0,7.1,Acans,1,26,"Cigdem Atasoyu, Ceyda Sener Baykal, Aylin Dinc",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,1
13.0,5.5,Acar Kafadarlar,1,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,1,1
892.0,7.5,Acayip Hikayeler,1,26,Cemil Islamov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012,1,1
32.0,6.5,Acemi Anneler,1,10,"Algi Eke, Melisa Berberoglu, Derya Alabora",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,1
917.0,3.6,Acemi Cadi,1,6,"Cagatay Gencay, Ali Riza Kubilay, Kuntay Kumbur",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1,1
185.0,7.0,Acemi Müezzin,1,11,"Hayko Cepkin, Levent Güner, Zeynep Tuncay",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1,1
0.0,5.667680105750162,Acemi Pastacilar,2,168,"Berk Bakioglu, Yagmur Öztürk, Tolga Akman",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,2
402.0,5.6,Acil aşk Aranıyor,2,58,"Merve Bolugur, Cagkan Culha, Nergis Kumbasar",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,1,2
36.0,4.9,Acun Firarda,1,4,"Erkan Avci, Sebnem Sönmez, Ege Tanman",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,1,1
2400.0,6.3,Acı Hayat,1,12,"Övgü Sönmez, Emre Tetikel, Oguzhan Ugur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005,1,1
770.0,4.8,Acı aşk,2,13,"Alperen Duymaz, Seçkin Özdemir, Sezgi Sena Akay",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,2
2600.0,6.9,Ada Masalı,2,59,"Kenan Imirzalioglu, Selin Demiratar, Oguz Galeli",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,2
17.0,6.4,Adal,2,2,"Serenay Aktas, Açelya Özcan, Baris Aytac",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1,2
1800.0,3.7,Adanali,1,26,Acun Ilicali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,1,1
0.0,5.667680105750162,Adeland,3,3,Dogukan Adal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,1,3
47.0,7.0,Adi Ask Olsun,3,79,"Oktay Kaynarca, Mehmet Akif Alakurt, Cagkan Culha",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1,3
176.0,2.6,Adi Sevgi,2,9,"Harun Can, Damla Babacan, Bulut Buldu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,1,2
196.0,5.0,Adim Basi Kafe,1,4,"Mine Tugay, Ayda Aksel, Fikret Kuskan",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,1
4900.0,5.7,Adini Feriha Koydum,1,29,"Cem Yigit Uzümoglu, Bülent Düzgünoglu, Baran Bölükbasi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,1,1
45.0,4.8,Adini Kalbime Yazdim,1,17,"Kaan Yildirim, Ezgi Eyüboglu, Dilara Aksüyek",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,1
408.0,4.5,Adini Sen Koy,1,11,"Yunus Emre Yildirimer, Gizem Günes, Nihan Büyükagaç",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,1
0.0,5.667680105750162,Adventurous Fins,1,14,"Günes Hayat, Ali Meriç, Zeynep Çamci",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1,1
605.0,6.4,Adı Efsane,1,10,"Zeynep Çamci, Emrah Kaman, Burak Serdar Sanal",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1,1
230.0,4.5,Adı Mutluluk,2,27,"Engin Akyürek, Demet Özdemir, Firat Tanis",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1,2
265.0,5.5,Adı: Zehra,3,80,"Çagatay Ulusoy, Deniz Ugur, Yusuf Akgün",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1,3
3200.0,6.4,Adım Farah,2,24,"Ipek Karapinar, Sahra Sas, Emel Göksu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1,2
0.0,5.667680105750162,Afara,1,26,Pelin Gülmez,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,1
77.0,5.3,Affedilmeyen,1,1,Ugur Aslan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2007,1,1
83.0,6.0,Affet Bizi Hocam,1,3,"Polat Bilgin, Berrak Tüzünataç, Burçak Isimer",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,1,1
2400.0,6.7,Afili Ask,1,26,"Mesut Akusta, Bulut Aras, Turgut Arseven",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1,1
17.0,6.0,Afili Dostlar,2,38,"Caglar Ertugrul, Burcu Özberk, Benian Dönmez",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1,2
64.0,2.8,Aga Kizi,1,4,"Murat Mentes, Tuvana Türkay, Pelin Batu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,1,1
46.0,3.4,Agir Roman Yeni Dünya,1,26,"Levent Kirca, Rojda Demirer, Necmettin Aktay",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1,1
327.0,5.9,Aglama Anne,1,10,"Tamer Tirasoglu, Begüm Birgören, Nesrin Cavadzade",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1,1
0.0,5.667680105750162,Aglatan Dans,1,13,"Birce Akalay, Özlem Yilmaz, Cansel Elcin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0,1
53.0,3.8,Ah Bir Zengin Olsam,1,6,"Öykü Celik, Ayten Uncuoglu, Kivanç Kasabali",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,1,1
303.0,4.9,Ah Nerede,1,26,"Hülya Avsar, Gül Onat, Ayse Tolga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1,1
65.0,4.4,Ah Neriman,1,7,"Oktay Çubuk, Nil Keser, Derya Alabora",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,1
216.0,1.4,Ah Polis Olsam,1,4,"Perran Kutman, Tarik Ünlüoglu, Zeynep Tugçe Bayat",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1,1
0.0,5.667680105750162,Ah Sanal Dünya,1,9,"Kaan Urgancioglu, Safak Sezer, Volkan Girgin",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,1
0.0,5.667680105750162,Ahenk,1,4,"Erkan Saka, Mahsun Karaca, Ilyas Salman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,1,1
67.0,4.1,Ahh Istanbul,1,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2006,1,1
2200.0,6.6,Aile,2,26,"Tarik Akan, Suzan Aksoy, Ceyda Ates",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,0,2
0.0,5.667680105750162,Aile Isi,1,26,"Ufuk Özkan, Pelin Akil, Bülent Çolak",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1,1
47.0,3.5,Aile Reisi,1,18,"Emre Kinay, Sermin Hürmeriç, Elif Atakan",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1,1
354.0,7.3,Aile Sirketi,3,39,"Eslem Akar, Müfit Kayacan, Emrah Kaman",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,3
20.0,5.2,Aileler Yarisiyor,3,400,"Kubilay Aka, Murat Cemcir, Ahmet Kural",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998,0,3
0.0,5.667680105750162,Ajans Britanya,1,26,"Yasmine Alice, Gozde Ilcan",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1,1
77.0,5.8,Akademi Türkiye,1,9,"Deniz Adali, Zeynel Abidin Aggül, Baris Akarsu",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2003,1,1
2600.0,3.1,Akasya Duragi,5,174,"Levent Ülgen, Cezmi Baskin, Timur Acar",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1,3
67.0,7.9,Akil Oyunlari,1,9,"Kivanç Özkönü, Burak Sanli, Mert Firat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2021,1,1
74.0,7.9,Akinci,1,2,"Hakan Kandal, Harun Can",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023,0,1
0.0,5.667680105750162,Aklin Yolu,1,7,Banu El,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,1
308.0,4.9,Akrep,2,26,"Demet Akbag, Evrim Alasya, Yusuf Çim",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,2
0.0,5.667680105750162,Aksam Günesi,1,6,"Mümtaz Alpaslan, Pelin Batu, Ergül Coskun",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,1,1
1800.0,5.4,Aktris,1,8,"Pinar Deniz, Uraz Kaygilaroglu, Ahmet Rifat Sungar",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,0,1
0.0,5.667680105750162,Al Sana Haber,1,19,"Ugur Günes, Gulsim Ali, Ridvan Aybars Duzey",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1,1
258.0,6.3,Al Sancak,2,37,"Seçkin Özdemir, Özge Özpirinçci, Baris Falay",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1,2
206.0,4.8,Al Yazmalim,2,37,"Ugur Yücel, Kenan Imirzalioglu, Settar Tanriögen",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,2
810.0,7.6,Alacakaranlik,1,26,"Itir Esen, Ruhi Sari",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,1,1
28.0,4.9,Alanya Almanya,2,51,"Vahide Perçin, Ercan Kesal, Mustafa Ugurlu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1,2
282.0,5.7,Aldatmak,2,16,"Emre Kayis, Kenan Imirzalioglu, Taner Ölmez, Ahmet Mümtaz Taylan",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,0,2
8600.0,7.9,Alef,2,40,"Cenk Acarlar, Elvin Levinler, Oya Basar",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,2
1700.0,3.6,Alemin Kirali,2,28,"Demet Evgar, Hazar Ergüçlü, Dilan Çiçek Deniz",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,2
1400.0,6.9,Alev Alev,2,16,"Berk Oktay, Hande Soral, Rojda Demirer",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1,2
28.0,4.0,Ali Ayse'yi Seviyor,2,240,"Kahraman Sivri, Orhan Aydin, Ayberk Aladar",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1,2
10.0,2.4,Alin Yazim,3,76,"Sanem Çelik, Halit Ergenç, Ilhan Sesen",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1,3
913.0,5.3,Aliye,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,1,1
0.0,5.667680105750162,Almanya'da Yarim Asir,2,61,"Baris Arduç, Aysegül Ünsal, Kutay Sungar",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,1,2
2300.0,7.7,Alparslan: Büyük Selçuklu,1,26,Alper Rende,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2021,1,1
5.0,7.4,Alper Rende,1,26,Barkin Bayoglu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,1,1
37.0,6.8,Altin Elbiseli Adam,1,5,"Aytaç Sasmaz, Sifanur Gül, Ebru Cündübeyoglu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1,1
