VoteCount,Rating,Title,Season_Count,Episode_Count,Production_Companies,Actors,cat_drama,cat_family,cat_action,cat_comedy,cat_romance,cat_adventure,cat_crime,cat_thriller,cat_horror,cat_mystery,cat_war,cat_fantasy,cat_sci-fi,cat_music,cat_biography,cat_documentary,cat_news,cat_sport,cat_animation,cat_reality-tv,cat_talk-show,cat_game-show,Release_Year,IsEnded
12.0,5.4,2020-2021 Süper Lig,2,102,Turkey Football Federation,"Denizlispor, Hugo Rodallega, Muris Mesanovic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,1
19.0,1.9,2021-2022 Süper Lig,2,6,Turkey Football Federation,"Galatasaray S.K., Ryan Babel, Berkan Kutlu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,1
0.0,5.667680105750162,2021-2022 TFF Lig,2,36,Turkey Football Federation,"Denizlispor, Muhammed Gönülaçar, Gökhan Süzen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021,1
9.0,5.0,2022-2023 Süper Lig,2,44,Turkey Football Federation,"Galatasaray S.K., Fernando Muslera, Dries Mertens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,0
0.0,5.667680105750162,2022-2023 TFF Lig,2,29,Turkey Football Federation,"Denizlispor, Bekir Turaç Böke, Muhammed Gönülaçar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2022,0
0.0,5.667680105750162,2023-2024 Süper Lig,1,18,Turkey Football Federation,"Galatasaray S.K., Okan Buruk, Mauro Icardi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2023,1
0.0,5.667680105750162,23 Buçuk,1,26,D Plus,"Birtanem Candaner, Hakan Gerçek, Tolga Üstün",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,1
27.0,6.6,29-30,1,6,ANS Production,"Alpay Kemal Atalan, Ferit Aktug, Didem Inselel",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2006,1
1300.0,4.0,3 Adam,1,46,Acun Medya,"Eser Yenenler, Oguzhan Koç, Ibrahim Büyükak",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,1
0.0,5.667680105750162,3 Insan 3 Öykü,1,1,,"Cem Ogretir, Tuncel Kurtiz, Altan Erkekli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2008,1
0.0,5.667680105750162,3 Tatli Cadi,1,13,Medyapim,"Aysun Kayaci, Deniz Erkanat, Elçin Sanal",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2007,1
0.0,5.667680105750162,3'te 3 Bir Zamanlar,1,13,,"Emre Altug, Hülya Koçyigit, Perihan Savas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019,1
28.0,7.3,3'te 3 Tarih,2,31,,"Tufan Gündüz, Engin Altan Düzyatan, Ethem Turgay Sendur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2018,1
0.0,5.667680105750162,300 days in Israel,1,26,,"Bilal Yilmaz, Nilgün Belgün, Hakan Bilgin",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2022,0
19.0,3.5,3G Geldim Gördüm Güldüm Show,1,26,,Khairy Al-Dhahabi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1
23.0,3.9,40,1,26,BKM,"Çetin Altay, Burcu Altin, Enis Arikan",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0
4600.0,8.1,46 Yok Olan,1,26,,"Reha Özcan, Cavit Çetin Güner, Hazal Kadak",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1
487.0,5.1,4N1K: Yeni Başlangıçlar,5,103,BBO Yapim,"Jülide Ates, Buket Aydin, Cansu Canan Özgen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018,1
389.0,7.0,5'er Beşer,1,13,Nunova Film,"Erdal Besikçioglu, Yasemin Kay Allen, Melis Birkan",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1
0.0,5.667680105750162,50 Fifty,2,25,Fabrika Yapim,"Gözde Mutluer, Burak Yörük, Sina Ozer",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,0
6300.0,6.9,50M2,1,14,BKM,"Alper Kul, Ali Sunal, Irem Sak",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1
13.0,6.1,5N1K,1,26,Noah Music Entertainment,Emel Yalçin,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1999,0
46.0,6.1,6 Manti,1,8,"BKM, Netflix Studios","Engin Öztürk, Kürsat Alniaçik, Cengiz Bozkurt",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
0.0,5.667680105750162,6 Sport,1,26,,Cüneyt Özdemir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2011,1
0.0,5.667680105750162,6.45 Yayinevi'nde Standart Bir Gün,1,1,,"Ogüncan Özer, Didem Inselel, Ulas Torun",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1
0.0,5.667680105750162,64 Bars,1,26,"6 NEWS - Alti Uluslararasi Medya Yayinciligi, Neuquén",Özge Pirçek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021,0
4900.0,8.8,7 Numara,1,26,Same Film,"Sarp Akkaya, Riza Kocaoglu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,1
0.0,5.667680105750162,8'de Bugün,1,26,,"Ceza, Hayki, Khontkar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2019,1
0.0,5.667680105750162,81 Reasons to Fall in Love with Turkey,3,92,Fora Film,"Emin Olcay, Engin Yüksel, Nuray Uslu",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,0
0.0,5.667680105750162,99,1,30,Acun Medya,"Cansu Canan Özgen, Orkun Ün, Murat Özari",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2017,1
123.0,3.8,@Enis Arikan,1,12,,Franziska Niehus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021,1
315.0,4.4,A.S.K.,1,6,Gold Film,"Kubilay Aka, Deniz Isin, Yasemin Kay Allen",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
14.0,5.2,AVM Sakini,1,26,ANS,"Selin Demiratar, Nurgül Yesilçay, Idil Firat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
7.0,5.7,Abbas Güçlü ile Genç Bakis,1,1,,"Ömer Çolak, Sahin Timur, Tunahan Ordu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,1
0.0,5.667680105750162,Abece TV,1,13,Gold Film,"Nebahat Çehre, Hazal Kaya, Asli Tandogan",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1
746.0,7.1,Acans,1,26,Siu Audiovisual Productions,"Cigdem Atasoyu, Ceyda Sener Baykal, Aylin Dinc",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1
13.0,5.5,Acar Kafadarlar,1,26,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009,1
892.0,7.5,Acayip Hikayeler,1,26,,Cemil Islamov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012,1
32.0,6.5,Acemi Anneler,1,10,DCC Film,"Algi Eke, Melisa Berberoglu, Derya Alabora",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1
917.0,3.6,Acemi Cadi,1,6,Grafi2000 Production,"Cagatay Gencay, Ali Riza Kubilay, Kuntay Kumbur",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1
185.0,7.0,Acemi Müezzin,1,11,Acayip Medya,"Hayko Cepkin, Levent Güner, Zeynep Tuncay",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1
0.0,5.667680105750162,Acemi Pastacilar,2,168,Yonca Film (II),"Berk Bakioglu, Yagmur Öztürk, Tolga Akman",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
402.0,5.6,Acil aşk Aranıyor,2,58,D Production,"Merve Bolugur, Cagkan Culha, Nergis Kumbasar",0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2015,1
36.0,4.9,Acun Firarda,1,4,Eflatun Film,"Erkan Avci, Sebnem Sönmez, Ege Tanman",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002,1
2400.0,6.3,Acı Hayat,1,12,"BGM Prodüksyon, TurkMax","Övgü Sönmez, Emre Tetikel, Oguzhan Ugur",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2005,1
770.0,4.8,Acı aşk,2,13,TMC Film,"Alperen Duymaz, Seçkin Özdemir, Sezgi Sena Akay",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
2600.0,6.9,Ada Masalı,2,59,Sinegraf,"Kenan Imirzalioglu, Selin Demiratar, Oguz Galeli",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1
17.0,6.4,Adal,2,2,Medyapim,"Serenay Aktas, Açelya Özcan, Baris Aytac",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1
1800.0,3.7,Adanali,1,26,Mayis Produksiyon,Acun Ilicali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2008,1
0.0,5.667680105750162,Adeland,3,3,,Dogukan Adal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,1
47.0,7.0,Adi Ask Olsun,3,79,Kuzey Production,"Oktay Kaynarca, Mehmet Akif Alakurt, Cagkan Culha",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,1
176.0,2.6,Adi Sevgi,2,9,Dreambox,"Harun Can, Damla Babacan, Bulut Buldu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2022,1
196.0,5.0,Adim Basi Kafe,1,4,,"Mine Tugay, Ayda Aksel, Fikret Kuskan",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1
4900.0,5.7,Adini Feriha Koydum,1,29,D Productions,"Cem Yigit Uzümoglu, Bülent Düzgünoglu, Baran Bölükbasi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011,1
45.0,4.8,Adini Kalbime Yazdim,1,17,Süreç Film,"Kaan Yildirim, Ezgi Eyüboglu, Dilara Aksüyek",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
408.0,4.5,Adini Sen Koy,1,11,Koliba Film,"Yunus Emre Yildirimer, Gizem Günes, Nihan Büyükagaç",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1
0.0,5.667680105750162,Adventurous Fins,1,14,NTC Medya,"Günes Hayat, Ali Meriç, Zeynep Çamci",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
605.0,6.4,Adı Efsane,1,10,US Yapim,"Zeynep Çamci, Emrah Kaman, Burak Serdar Sanal",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,1
230.0,4.5,Adı Mutluluk,2,27,O3 Medya,"Engin Akyürek, Demet Özdemir, Firat Tanis",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1
265.0,5.5,Adı: Zehra,3,80,Medyapim,"Çagatay Ulusoy, Deniz Ugur, Yusuf Akgün",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1
3200.0,6.4,Adım Farah,2,24,Focus Film Production,"Ipek Karapinar, Sahra Sas, Emel Göksu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1
0.0,5.667680105750162,Afara,1,26,Imaginite Studios,Pelin Gülmez,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,0
77.0,5.3,Affedilmeyen,1,1,Poll Production,Ugur Aslan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2007,1
83.0,6.0,Affet Bizi Hocam,1,3,Sis Yapim,"Polat Bilgin, Berrak Tüzünataç, Burçak Isimer",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,1
2400.0,6.7,Afili Ask,1,26,Erler Film,"Mesut Akusta, Bulut Aras, Turgut Arseven",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1
17.0,6.0,Afili Dostlar,2,38,"ARC Film, Arc Film","Caglar Ertugrul, Burcu Özberk, Benian Dönmez",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,1
64.0,2.8,Aga Kizi,1,4,,"Murat Mentes, Tuvana Türkay, Pelin Batu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,1
46.0,3.4,Agir Roman Yeni Dünya,1,26,Medyapim,"Levent Kirca, Rojda Demirer, Necmettin Aktay",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
327.0,5.9,Aglama Anne,1,10,Star Yapim,"Tamer Tirasoglu, Begüm Birgören, Nesrin Cavadzade",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,1
0.0,5.667680105750162,Aglatan Dans,1,13,Süreç Film,"Birce Akalay, Özlem Yilmaz, Cansel Elcin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0
53.0,3.8,Ah Bir Zengin Olsam,1,6,Show TV,"Öykü Celik, Ayten Uncuoglu, Kivanç Kasabali",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,1
303.0,4.9,Ah Nerede,1,26,,"Hülya Avsar, Gül Onat, Ayse Tolga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,1
65.0,4.4,Ah Neriman,1,7,10. Ev,"Oktay Çubuk, Nil Keser, Derya Alabora",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1
216.0,1.4,Ah Polis Olsam,1,4,Süreç Film,"Perran Kutman, Tarik Ünlüoglu, Zeynep Tugçe Bayat",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,1
0.0,5.667680105750162,Ah Sanal Dünya,1,9,"Istanbul Mass Media, Plato Film Production","Kaan Urgancioglu, Safak Sezer, Volkan Girgin",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1
0.0,5.667680105750162,Ahenk,1,4,SLOTmedia,"Erkan Saka, Mahsun Karaca, Ilyas Salman",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2020,1
67.0,4.1,Ahh Istanbul,1,26,TRT 2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2006,1
2200.0,6.6,Aile,1,26,Gold Film,"Tarik Akan, Suzan Aksoy, Ceyda Ates",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,0
0.0,5.667680105750162,Aile Isi,1,26,NTC Medya,"Ufuk Özkan, Pelin Akil, Bülent Çolak",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,1
47.0,3.5,Aile Reisi,1,18,Base Productions,"Emre Kinay, Sermin Hürmeriç, Elif Atakan",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1
354.0,7.3,Aile Sirketi,3,39,25 Film,"Eslem Akar, Müfit Kayacan, Emrah Kaman",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1
20.0,5.2,Aileler Yarisiyor,3,4,Acun Medya,"Kubilay Aka, Murat Cemcir, Ahmet Kural",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998,0
0.0,5.667680105750162,Ajans Britanya,1,26,Elijah Productions,"Yasmine Alice, Gozde Ilcan",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1
77.0,5.8,Akademi Türkiye,1,9,Senkron TV,"Deniz Adali, Zeynel Abidin Aggül, Baris Akarsu",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2003,1
2600.0,3.1,Akasya Duragi,5,174,Erler Film,"Levent Ülgen, Cezmi Baskin, Timur Acar",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,1
67.0,7.9,Akil Oyunlari,1,9,,"Kivanç Özkönü, Burak Sanli, Mert Firat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2021,1
74.0,7.9,Akinci,1,2,Neher Prodüksiyon,"Hakan Kandal, Harun Can",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023,0
0.0,5.667680105750162,Aklin Yolu,4,7,,Banu El,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
308.0,4.9,Akrep,2,26,1441 Productions,"Demet Akbag, Evrim Alasya, Yusuf Çim",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1
0.0,5.667680105750162,Aksam Günesi,1,6,Turkish Radio & Television (TRT),"Mümtaz Alpaslan, Pelin Batu, Ergül Coskun",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999,1
1800.0,5.4,Aktris,1,8,BKM,"Pinar Deniz, Uraz Kaygilaroglu, Ahmet Rifat Sungar",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,0
0.0,5.667680105750162,Al Sana Haber,1,19,Bozdag Film,"Ugur Günes, Gulsim Ali, Ridvan Aybars Duzey",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,1
258.0,6.3,Al Sancak,2,37,,"Seçkin Özdemir, Özge Özpirinçci, Baris Falay",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,1
206.0,4.8,Al Yazmalim,2,37,Paranoya Film,"Ugur Yücel, Kenan Imirzalioglu, Settar Tanriögen",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1
810.0,7.6,Alacakaranlik,1,26,,"Itir Esen, Ruhi Sari",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,1
28.0,4.9,Alanya Almanya,2,51,Tims & B Productions,"Vahide Perçin, Ercan Kesal, Mustafa Ugurlu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,1
282.0,5.7,Aldatmak,2,16,May Productions,"Emre Kayis, Kenan Imirzalioglu, Taner Ölmez, Ahmet Mümtaz Taylan",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,0
8600.0,7.9,Alef,2,40,Süreç Film,"Cenk Acarlar, Elvin Levinler, Oya Basar",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1
1700.0,3.6,Alemin Kirali,2,28,Ay Yapim,"Demet Evgar, Hazar Ergüçlü, Dilan Çiçek Deniz",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1
1400.0,6.9,Alev Alev,2,16,ATV,"Berk Oktay, Hande Soral, Rojda Demirer",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,1
28.0,4.0,Ali Ayse'yi Seviyor,2,240,Düs Gezginleri,"Kahraman Sivri, Orhan Aydin, Ayberk Aladar",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1
